GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2001,2001,2001,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,33.6,33.6 [13.8-68],13.8,68.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,78.8,78.8 [38.9-129],38.9,129.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2000,2000,2000,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,109.0,109 [57.8-164],57.8,164.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2000,2000,2000,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,109.0,109 [55.9-186],55.9,186.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2008,2008,2008,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,0.9,0.9 [0.1-2.5],0.1,2.5
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/births-attended-by-skilled-health-personnel-%28-%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,,,,98.2,98.2,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2011,2011,2011,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,8.7,8.7 [3.9-16.5],3.9,16.5
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,17.7,17.7 [9.7-26.7],9.7,26.7
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2000,2000,2000,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,108.536,109 [58-164],58.0,164.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2007,2007,2007,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,24.3,24.3 [8.87-56],8.87,56.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,0.3,0.3 [0.0-1.3],0.0,1.3
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2016,2016,2016,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,0.3,0.3 [0.03-0.9],0.03,0.9
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2012,2012,2012,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,5.3,5.3 [1.9-11.5],1.9,11.5
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2005,2005,2005,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,300.0,300 [188-435],188.0,435.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2011,2011,2011,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,10.8,10.8 [1.29-30.2],1.29,30.2
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2015,2015,2015,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_FMLE,Female,458.947,459 [262-700],262.0,700.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2011,2011,2011,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,86.157,86 [42-140],42.0,140.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2014,2014,2014,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,434.0,434 [248-662],248.0,662.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2008,2008,2008,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,80.4,80.4 [39.8-131],39.8,131.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2012,2012,2012,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,236.0,236 [134-352],134.0,352.0
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2012,2012,2012,EMR,Eastern Mediterranean,LBN,Lebanon,,,,127.0,127 [123-131],123.0,131.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2008,2008,2008,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,13.6,13.6 [6.65-20.5],6.65,20.5
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-women-of-reproductive-age-%28aged-15-49-years%29,2002,2002,2002,EMR,Eastern Mediterranean,LBN,Lebanon,,,,127.0,127 [123-130],123.0,130.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2002,2002,2002,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,9.8,9.8 [4.8-17.1],4.8,17.1
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2007,2007,2007,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,61.8,61.8 [32-96.9],32.0,96.9
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2008,2008,2008,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_FMLE,Female,308.93,309 [185-461],185.0,461.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2009,2009,2009,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,202.0,202 [120-296],120.0,296.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2001,2001,2001,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,6.01,6.01 [2.76-9.36],2.76,9.36
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2009,2009,2009,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,116.0,116 [53.6-220],53.6,220.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2018,2018,2018,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,173.0,173 [71.2-374],71.2,374.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2009,2009,2009,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,21.5,21.5 [10.6-35.2],10.6,35.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2002,2002,2002,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_FMLE,Female,290.982,291 [194-405],194.0,405.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2009,2009,2009,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,11.0,11 [1.3-31],1.3,31.0
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2009,2009,2009,EMR,Eastern Mediterranean,LBN,Lebanon,,,,127.0,127 [123-131],123.0,131.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2007,2007,2007,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,15.2,15.2 [9.2-22.2],9.2,22.2
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,495.0,495 [270-772],270.0,772.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,57.7,57.7 [29.1-91.5],29.1,91.5
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-children-aged-6-59-months,2006,2006,2006,EMR,Eastern Mediterranean,LBN,Lebanon,,,,118.0,118 [114-122],114.0,122.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,8.7,8.7 [4.0-16.5],4.0,16.5
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2008,2008,2008,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_FMLE,Female,322.526,323 [195-479],195.0,479.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2006,2006,2006,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,303.0,303 [186-447],186.0,447.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2016,2016,2016,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,499.0,499 [288-764],288.0,764.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2008,2008,2008,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,5.21,5.21 [2.11-8.35],2.11,8.35
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2005,2005,2005,EMR,Eastern Mediterranean,LBN,Lebanon,,,,127.0,127 [123-131],123.0,131.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2006,2006,2006,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,92.9,92.9 [47.2-149],47.2,149.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,319.0,319 [169-487],169.0,487.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2005,2005,2005,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,68.2,68.2 [35.7-105],35.7,105.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2014,2014,2014,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,125.41,125 [59-200],59.0,200.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2009,2009,2009,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,15.4,15.4 [9.1-22.5],9.1,22.5
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-pregnant-women-%28aged-15-49-years%29,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,,,,117.0,117 [112-122],112.0,122.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_FMLE,Female,307.294,307 [199-441],199.0,441.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_FMLE,Female,25.6,25.6 [16.4-36.9],16.4,36.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2019,2019,2019,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,176.0,176 [68.5-397],68.5,397.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2013,2013,2013,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,21.5,21.5 [10.2-34.3],10.2,34.3
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2014,2014,2014,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,6.76,6.76 [2.47-11.1],2.47,11.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2003,2003,2003,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,25.8,25.8 [16.8-36.6],16.8,36.6
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2003,2003,2003,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,24.0,24.0 [12.6-37.7],12.6,37.7
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-women-of-reproductive-age-%28aged-15-49-years%29,2001,2001,2001,EMR,Eastern Mediterranean,LBN,Lebanon,,,,126.0,126 [123-130],123.0,130.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,25.0,25.0 [14.6-37.5],14.6,37.5
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-children-aged-6-59-months,2019,2019,2019,EMR,Eastern Mediterranean,LBN,Lebanon,,,,118.0,118 [113-123],113.0,123.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2012,2012,2012,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_FMLE,Female,16.426,16 [8-25],8.0,25.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2011,2011,2011,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,0.8,0.8 [0.1-2.2],0.1,2.2
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-children-aged-6-59-months,2001,2001,2001,EMR,Eastern Mediterranean,LBN,Lebanon,,,,117.0,117 [113-122],113.0,122.0
